timestamp,x1,y1,x2,y2,class_name,confidence
2025-07-29 18:05:39.308,376,22,1892,1069,stop sign,0.6022966504096985
2025-07-29 18:05:39.308,0,379,153,818,keyboard,0.2538430392742157
